X,Y,Z,Intensity
78.136795,7.0590777,2.861497,0.0
78.01245,7.294947,2.858468,0.0
77.33976,7.7227125,2.8374095,0.0
64.159,6.8092365,2.390399,0.0
65.52567,7.163039,2.4373639,0.0
64.810486,7.1880274,2.414352,0.0
63.8508,7.4868655,2.3822954,0.0
66.021484,7.9526057,2.457252,0.0
76.80106,10.359265,2.8290224,0.0
74.92272,10.344278,2.7659965,0.0
73.16337,10.335287,2.70697,0.0
48.075752,6.937208,1.8511382,0.0
70.45867,10.404258,2.6169124,0.0
69.38733,10.469226,2.5818813,0.06
49.463913,7.5358806,1.901048,0.0
47.985554,7.463925,1.8510303,0.0
64.93445,10.317323,2.431824,0.04
63.364094,10.271354,2.3788002,0.0
62.478752,10.329326,2.3497694,0.0
61.3444,10.339325,2.3117418,0.0
59.052032,10.143439,2.234729,0.0
58.930866,10.2184,2.2307103,0.1
58.278522,10.293363,2.2096782,0.0
55.812817,10.219414,2.1276302,0.11
54.87447,10.225415,2.095603,0.1
43.795925,8.298502,1.7157307,0.0
52.15059,10.141476,2.0045433,0.17
51.26724,10.136483,1.9755173,0.14
50.9529,10.24043,1.965482,0.0
50.93557,10.403344,1.9664412,0.1
48.39018,10.041552,1.8794463,0.33
48.150845,10.149496,1.87241,0.16
47.653664,10.122514,1.8553994,0.29
47.630333,10.274434,1.8563586,0.32
47.633007,10.431353,1.8573171,0.32
47.630672,10.58827,1.858275,0.32
47.626347,10.744188,1.8592325,0.32
47.615017,10.899107,1.8601897,0.32
47.609688,11.055026,1.8611463,0.31
47.621525,11.136983,1.8621238,0.32
47.6172,11.293902,1.8630795,0.36
47.609875,11.45082,1.8640347,0.2
41.26634,10.059601,1.6441543,0.38
27.976576,6.9073596,1.1824691,0.21
27.400217,6.8553934,1.1634537,0.19
27.168867,6.88838,1.1564288,0.29
27.101688,6.917366,1.1544148,0.53
27.822374,7.194217,1.1803621,0.2
38.706432,10.1465845,1.560999,0.0
38.6721,10.267523,1.5609583,0.09
37.18071,9.996679,1.5099636,0.15
27.10098,7.373138,1.1582532,0.23
26.925632,7.4161196,1.153226,0.37
26.934464,7.464095,1.1532091,0.33
35.727493,10.027683,1.4628679,0.2
35.597153,10.112642,1.4598306,0.36
34.483772,9.912759,1.4208297,0.18
33.819416,9.836806,1.3988134,0.25
33.477066,9.850805,1.3877856,0.27
33.292892,9.8538065,1.3817719,0.29
32.726532,9.797844,1.3627534,0.25
32.223175,9.757872,1.3467327,0.2
32.11784,9.8358345,1.3436962,0.41
32.122505,9.94878,1.3446544,0.0
31.33297,9.865835,1.3186268,0.23
30.579597,9.733913,1.2926195,0.36
30.28425,9.744914,1.283592,0.27
30.005901,9.7599125,1.2745638,0.26
29.976566,9.854866,1.2745239,0.38
29.727224,9.875861,1.2674948,0.32
29.50088,9.903853,1.2604644,0.24
29.495712,9.953829,1.2604438,0.54
29.47238,10.049784,1.2604028,0.34
29.642061,10.211701,1.2683514,0.18
28.212639,9.817924,1.2173862,0.33
28.015291,9.848913,1.2123551,0.32
