X,Y,Z,Intensity
17.605822,0.046093,0.80398667,0.45
17.519606,0.100202225,0.8019707,0.41
17.527384,0.15631546,0.80195415,0.4
17.574276,0.18437201,0.8029458,0.41
17.570057,0.2394832,0.8029293,0.29
17.494837,0.2935925,0.8009128,0.49
17.547617,0.3497056,0.8028957,0.42
17.516397,0.40381482,0.8018789,0.33
17.496174,0.45892602,0.8008618,0.36
17.190958,0.50401795,0.79084665,0.22
17.281845,0.53407824,0.7938374,0.61
16.886623,0.5751626,0.78082275,0.16
17.114397,0.6372871,0.78780353,0.4
16.35118,0.6593349,0.7627928,0.23
16.310957,0.70843434,0.7607762,0.51
16.365732,0.76254344,0.7627584,0.24
16.409506,0.8166526,0.7647403,0.61
18.924364,0.97596025,0.8497022,0.22
18.416142,1.0070251,0.8326888,0.43
16.469938,0.94992137,0.766695,0.28
16.514706,1.0050323,0.76867616,0.35
16.434479,1.0521277,0.765659,0.52
17.460236,1.174367,0.8006248,0.25
17.343122,1.193406,0.79661715,0.32
17.208895,1.2384975,0.79260004,0.51
17.240662,1.2956121,0.79358006,0.25
16.899437,1.3226691,0.7825669,0.55
16.909203,1.3777797,0.782547,0.41
16.718973,1.4148557,0.77653134,0.27
16.72074,1.4679625,0.7765117,0.43
16.650623,1.4880033,0.7745034,0.3
16.653389,1.5411098,0.7744836,0.38
16.097168,1.5401131,0.75547653,0.44
16.242928,1.6062446,0.76045334,0.31
15.929701,1.6252859,0.75044143,0.35
16.009462,1.6844037,0.75341976,0.58
16.014227,1.7355062,0.75339985,0.29
15.999108,1.7595545,0.7533902,0.47
16.169863,1.8306952,0.759365,0.45
17.0096,1.9809864,0.7873203,0.43
16.870365,2.0180616,0.78330326,0.2
17.24811,2.1192594,0.79627,0.43
17.496859,2.20643,0.80524004,0.44
16.459652,2.127284,0.77025175,0.27
16.457531,2.153336,0.77024114,0.52
16.448292,2.204438,0.77022004,0.3
16.41605,2.252534,0.76919955,0.55
16.350805,2.2966223,0.7671799,0.21
16.222567,2.3306916,0.76316273,0.51
16.177326,2.3757818,0.7611428,0.29
16.136204,2.395822,0.76013327,0.58
16.197958,2.456942,0.7621089,0.24
16.888676,2.617251,0.78605825,0.55
16.84043,2.6643445,0.78503704,0.3
16.299213,2.630284,0.76703733,0.27
16.445955,2.7074344,0.77200794,0.32
16.478703,2.7665505,0.7739832,0.31
16.450579,2.7885942,0.77297276,0.39
16.404333,2.8336837,0.7709517,0.64
16.442078,2.8938015,0.7729263,0.2
16.302837,2.921858,0.7689095,0.6
16.669561,3.0420895,0.7818675,0.4
16.592314,3.0821688,0.7788471,0.38
16.607183,3.1122274,0.77983415,0.24
16.767918,3.197392,0.7858011,0.49
16.855656,3.2695317,0.7887715,0.41
16.888397,3.3306506,0.79074484,0.34
16.832146,3.374737,0.78872275,0.46
16.914877,3.4478781,0.79169214,0.42
16.770632,3.4729285,0.7876753,0.45
16.788504,3.5039885,0.7886616,0.29
17.000223,3.6051824,0.79562265,0.49
16.91297,3.642255,0.793602,0.21
16.888714,3.692352,0.79257756,0.55
17.00244,3.7735076,0.7975439,0.35
16.350243,3.6823382,0.77456015,0.39
17.201895,3.9318101,0.8044771,0.26
16.31285,3.7554798,0.77452344,0.52
17.346481,4.0520396,0.81042594,0.32
17.358215,4.1121545,0.8113977,0.35
17.156967,4.122175,0.8043839,0.36
17.07871,4.1602488,0.80236185,0.27
17.106438,4.224371,0.80333185,0.48
16.976189,4.2484174,0.7993139,0.24
17.109037,4.310535,0.80428976,0.61
17.066776,4.3566227,0.803265,0.21
16.841536,4.355623,0.7962543,0.54
17.09823,4.4798565,0.80520535,0.32
17.042967,4.5229383,0.804181,0.19
16.605753,4.4628267,0.7891883,0.63
16.888445,4.596077,0.800136,0.22
17.44023,4.7764144,0.81907445,0.47
18.847742,5.228258,0.8689221,0.18
17.176718,4.8204975,0.8110378,0.38
17.155441,4.873597,0.8110094,0.45
17.610096,5.0629506,0.82693815,0.19
17.534828,5.101022,0.82491434,0.52
17.890629,5.2362733,0.8378653,0.41
17.918344,5.305402,0.83983135,0.24
17.384153,5.2062173,0.82085097,0.55
18.055756,5.4707084,0.8457539,0.27
18.107462,5.548853,0.8477164,0.23
18.335136,5.682099,0.85666084,0.22
18.069899,5.6620607,0.8476548,0.59
17.745817,5.5909286,0.83667165,0.27
17.762527,5.6580515,0.8376372,0.39
17.677258,5.692114,0.8356135,0.27
17.634977,5.7402015,0.834585,0.29
17.458727,5.743205,0.82857144,0.5
17.444439,5.800309,0.82853967,0.34
17.564274,5.870438,0.8335102,0.25
17.561983,5.931549,0.83447695,0.58
17.879625,6.1018615,0.846407,0.32
17.533405,6.0457554,0.8344127,0.21
17.495125,6.0938416,0.8333836,0.52
17.58681,6.1890144,0.83733803,0.37
17.154617,6.0968423,0.8223564,0.39
17.820312,6.366337,0.8472579,0.3
17.686054,6.3803596,0.8432399,0.41
17.225866,6.276165,0.8272621,0.29
17.382532,6.3953805,0.83320785,0.43
17.862114,6.63682,0.85111076,0.28
17.346949,6.5065775,0.8331425,0.49
17.142706,6.4915466,0.82713425,0.3
17.12856,6.5175924,0.8271183,0.35
17.16625,6.5937276,0.8290782,0.51
17.159954,6.6538334,0.8290434,0.27
17.073679,6.681881,0.8270199,0.56
17.117363,6.7620225,0.8289777,0.36
17.558931,7.001454,0.8458786,0.33
17.457659,7.0244913,0.84285647,0.36
17.131603,6.9243064,0.8318852,0.51
16.787407,6.84616,0.81989944,0.29
17.017029,7.00344,0.82882875,0.27
16.695827,6.932306,0.81784046,0.43
17.172369,7.1947765,0.83673126,0.33
17.161064,7.2538776,0.83669543,0.52
17.487806,7.424183,0.8486264,0.2
17.182594,7.359059,0.8386355,0.52
17.26226,7.45723,0.8425852,0.21
17.088007,7.446204,0.8365746,0.51
17.44157,7.6665945,0.85047853,0.29
16.4726,7.301931,0.81559896,0.54
16.97311,7.58844,0.83547807,0.29
17.23386,7.737705,0.8454151,0.39
17.234545,7.8038163,0.8463755,0.18
16.495504,7.5313196,0.8194628,0.49
16.413223,7.556357,0.8174388,0.47
17.409527,8.082293,0.85522574,0.38
16.776453,7.852873,0.83229727,0.33
17.25211,8.108327,0.851193,0.37
16.745993,7.935008,0.83324367,0.23
17.15351,8.194463,0.8491296,0.34
16.706367,8.046189,0.8331709,0.44
16.65907,8.088255,0.8321396,0.22
16.48782,8.069212,0.82713175,0.59
16.720402,8.248522,0.83704734,0.25
17.083078,8.461897,0.85095686,0.23
16.443039,8.208437,0.8280399,0.48
16.385736,8.245492,0.82600987,0.22
16.49137,8.363691,0.8309484,0.57
16.838882,8.607113,0.84583753,0.34
16.196857,8.342634,0.8219259,0.37
16.0586,8.335611,0.8179133,0.24
15.912501,8.292531,0.81292236,0.55
16.04012,8.4227495,0.8188556,0.36
16.339642,8.647134,0.8307506,0.3
16.26635,8.6741705,0.8287241,0.45
16.520893,8.876514,0.8396275,0.4
16.432604,8.896538,0.83760333,0.25
16.984985,9.265172,0.859439,0.4
17.062773,9.343302,0.863399,0.26
17.040447,9.400389,0.86335963,0.59
16.982138,9.438441,0.8623275,0.29
17.029772,9.535597,0.8652714,0.4
16.884514,9.523562,0.86125976,0.32
16.995106,9.657782,0.8661879,0.4
