X,Y,Z,Intensity
57.17721,3.1739442,2.1482265,0.0
40.482254,2.4951828,1.5827417,0.0
40.35076,2.6141438,1.5788249,0.0
40.341267,2.7411025,1.5789136,0.0
43.757767,3.1129768,1.695176,0.08
36.67404,2.779095,1.4549367,0.16
42.999535,3.3988843,1.6703753,0.11
36.808056,3.022016,1.4601063,0.14
42.99555,3.6697955,1.6715647,0.16
43.111057,3.8167474,1.6756675,0.16
43.243565,3.9656985,1.6807717,0.1
43.386078,4.1156497,1.6858766,0.11
36.31584,3.4988625,1.4454378,0.15
36.346348,3.6168244,1.44752,0.18
36.262856,3.72379,1.4445944,0.21
36.208363,3.8337548,1.4436707,0.32
36.04087,3.9307237,1.4387379,0.26
35.783382,4.0156975,1.4297966,0.16
35.79514,4.073678,1.4308368,0.17
35.866646,4.1966386,1.4339224,0.14
41.87715,5.0373526,1.6395174,0.0
41.862663,5.16931,1.6396092,0.0
35.41718,4.482548,1.42012,0.0
57.472702,7.4725256,2.1752398,0.0
45.6402,6.0750074,1.7712461,0.0
52.02896,7.012687,1.9899104,0.11
41.213463,5.682146,1.6209644,0.0
34.977974,4.9304066,1.4074292,0.0
41.69349,6.0160375,1.6381971,0.06
41.348003,6.098012,1.6272533,0.2
41.365517,6.2339683,1.6283474,0.0
41.75603,6.4269047,1.6434821,0.0
41.84079,6.507879,1.6465384,0.0
38.220318,6.312954,1.5243934,0.24
38.113834,6.417921,1.5214654,0.36
38.25635,6.565873,1.5275679,0.16
39.468864,6.9027615,1.5698041,0.3
39.312626,6.9387503,1.5648283,0.0
54.00821,9.715806,2.0727916,0.0
41.775665,7.6465154,1.6513242,0.11
41.539185,7.737487,1.6443859,0.3
38.756683,7.3446245,1.5491053,0.19
38.6562,7.451591,1.5461782,0.2
38.679955,7.5195694,1.5482248,0.48
40.714485,8.048392,1.6195959,0.0
37.6715,7.6925206,1.5153387,0.21
37.67202,7.8154817,1.5164226,0.32
46.2066,9.74283,1.8137809,0.2
34.61003,7.406627,1.4121279,0.18
34.58179,7.4576116,1.4121623,0.38
34.4483,7.542586,1.4082193,0.25
34.377823,7.6395564,1.4062848,0.12
45.90645,10.359637,1.8092004,0.11
45.868965,10.5035925,1.8092982,0.15
45.862488,10.653544,1.8094001,0.0
58.250153,13.729507,2.243564,0.0
57.840916,13.72851,2.230561,0.03
34.43017,8.279358,1.4137179,0.0
57.63797,14.064405,2.226788,0.0
57.403496,14.198364,2.2198775,0.0
35.203735,8.818187,1.4440866,0.0
60.1406,15.278009,2.319627,0.0
60.035126,15.452955,2.3177445,0.04
28.568968,7.488649,1.214139,0.25
28.27248,7.5066457,1.2051482,0.37
27.946997,7.513647,1.1941495,0.37
27.629509,7.5216484,1.1841515,0.33
27.31802,7.529649,1.1741536,0.36
27.013779,7.490664,1.1631243,0.36
26.727287,7.5026636,1.1541291,0.38
26.420805,7.505666,1.1441276,0.38
26.133312,7.5136666,1.1351293,0.39
25.861826,7.5236673,1.1261326,0.39
25.58234,7.529669,1.1171329,0.4
25.289854,7.5296726,1.1081291,0.35
25.048609,7.500684,1.100107,0.37
24.77712,7.5046864,1.0911058,0.42
24.512636,7.508689,1.0831046,0.33
24.265148,7.5166903,1.0751064,0.38
24.009659,7.5206923,1.066105,0.39
23.764174,7.5256944,1.0591046,0.4
23.52993,7.491708,1.0510788,0.39
23.300446,7.499709,1.0430802,0.4
23.064953,7.504711,1.0360796,0.41
22.85847,7.516711,1.0290838,0.34
22.623981,7.518714,1.0220809,0.43
22.412497,7.5267153,1.0150822,0.37
22.183008,7.5277195,1.0080787,0.45
22.010765,7.507728,1.0020627,0.28
21.867281,7.5357223,0.99807775,0.48
21.87479,7.616699,0.9991296,0.4
21.790312,7.6636877,0.99715775,0.62
21.784832,7.738667,0.9982053,0.28
23.934406,8.588389,1.07679,0.2
21.14585,7.6627,0.9761435,0.38
20.989603,7.6437087,0.971128,0.56
21.407131,7.8726373,0.98728186,0.16
20.056135,7.518762,0.9400276,0.45
19.902649,7.5327616,0.9360326,0.32
19.710157,7.531766,0.92902714,0.52
19.542677,7.5377684,0.9240266,0.31
19.377426,7.5097795,0.9190048,0.53
19.21594,7.5167813,0.9140048,0.32
19.135452,7.555773,0.9120268,0.45
19.136972,7.625754,0.91307014,0.47
19.131493,7.693736,0.913112,0.46
19.125008,7.761718,0.91415364,0.46
19.147772,7.805706,0.9151814,0.45
19.152287,7.8786864,0.9162264,0.47
19.13281,7.94067,0.91726375,0.46
19.136326,8.013651,0.91830844,0.46
19.130844,8.082633,0.9183504,0.45
19.119366,8.148616,0.9193902,0.45
19.126884,8.223596,0.920436,0.45
19.140644,8.265584,0.92146194,0.46
19.127163,8.331568,0.92250144,0.46
19.13169,8.404549,0.92354566,0.45
19.130207,8.47653,0.92458904,0.45
19.113728,8.541513,0.92462754,0.45
19.130247,8.621492,0.9266761,0.45
19.142008,8.663482,0.9277017,0.44
19.134533,8.732464,0.92774266,0.46
19.130054,8.803446,0.9287848,0.45
19.12357,8.874428,0.92982686,0.44
19.12409,8.948409,0.9308708,0.43
19.13461,9.027389,0.93291795,0.45
19.127134,9.097371,0.93295896,0.45
19.128897,9.135361,0.9339814,0.44
19.13242,9.211342,0.93502635,0.44
19.129944,9.284324,0.9360691,0.43
19.134466,9.361304,0.93811435,0.43
19.125988,9.432287,0.9381554,0.45
19.12951,9.509268,0.94020045,0.44
19.128035,9.584249,0.94124395,0.43
19.135794,9.626238,0.94226867,0.43
19.129314,9.69922,0.9433106,0.43
19.116842,9.768204,0.94334984,0.44
19.126368,9.849184,0.94539696,0.48
19.188896,9.958155,0.94846267,0.64
19.325424,10.107113,0.955555,0.29
19.33495,10.190092,0.95660293,0.34
19.320715,10.221086,0.95761985,0.25
19.328236,10.304065,0.95866746,0.31
19.342764,10.390043,0.960717,0.3
19.260805,10.50402,0.9597768,0.41
19.274336,10.589998,0.96182597,0.64
19.329868,10.699969,0.9658909,0.35
19.331629,10.74096,0.96591395,0.28
19.355152,10.834937,0.96896785,0.32
19.34468,10.908919,0.9700084,0.28
19.338207,10.985902,0.97105074,0.26
19.29273,11.040891,0.9700783,0.18
19.247253,11.09588,0.97010577,0.34
19.224018,11.122875,0.9701191,0.45
19.141533,11.156871,0.9681324,0.35
19.118063,11.223856,0.9681675,0.5
19.121588,11.307837,0.97021353,0.4
19.105118,11.378821,0.971251,0.51
19.105642,11.4618025,0.97229606,0.4
19.118406,11.51079,0.9733235,0.5
19.127937,11.59877,0.97537166,0.39
19.118465,11.675753,0.9764124,0.5
19.116995,11.757734,0.9784563,0.38
19.113525,11.8387165,0.97949934,0.5
19.113052,11.922697,0.98054403,0.39
19.096579,11.996681,0.98158205,0.48
19.13535,12.062665,0.98462003,0.38
19.104874,12.128652,0.9846525,0.64
19.182413,12.262618,0.98972934,0.26
11.786249,7.597056,0.6906779,0.49
11.712759,7.6030593,0.68867445,0.52
11.633272,7.6040645,0.68666774,0.51
11.566779,7.614067,0.68466675,0.53
11.502535,7.5980744,0.6826526,0.54
11.424052,7.5980797,0.6806453,0.54
11.350559,7.602084,0.6786403,0.54
11.275077,7.6030893,0.6766334,0.54
11.194588,7.6010957,0.6736246,0.55
11.138098,7.615097,0.6726259,0.56
11.0626135,7.6151023,0.67061824,0.55
11.009371,7.6041083,0.66860735,0.57
10.927886,7.5991154,0.6665965,0.55
10.85539,7.601121,0.6645899,0.57
10.789908,7.6061244,0.6625853,0.56
10.728422,7.614128,0.6615826,0.55
10.6569395,7.614134,0.65957475,0.59
10.588446,7.6171384,0.65756863,0.56
10.529199,7.600147,0.6555538,0.57
10.465713,7.60515,0.653549,0.58
10.389228,7.6001577,0.65153784,0.57
10.332735,7.6101604,0.65053606,0.57
10.271253,7.6151648,0.64853114,0.57
10.19577,7.6091723,0.6465193,0.55
10.146521,7.5981784,0.6455081,0.58
10.079032,7.598184,0.6434999,0.59
10.017545,7.602189,0.64149415,0.57
9.968057,7.615191,0.640494,0.57
9.89857,7.612198,0.63848376,0.59
9.833081,7.6122036,0.6364754,0.59
9.767596,7.61121,0.63546634,0.58
9.721352,7.6002164,0.6334552,0.59
9.658864,7.601222,0.63244736,0.59
9.601374,7.606226,0.6304419,0.57
9.540886,7.608232,0.6294345,0.58
9.478397,7.6082377,0.6274259,0.61
9.421914,7.612242,0.6264198,0.61
9.375673,7.5992494,0.6244074,0.61
9.309181,7.595257,0.6223961,0.61
9.265696,7.6092587,0.62139606,0.62
9.20321,7.6072655,0.62038606,0.58
9.135728,7.6002736,0.61837304,0.71
7.8700705,6.598568,0.5627452,0.4
7.833586,6.61057,0.56274474,0.6
7.803342,6.6065736,0.56173825,0.57
7.761852,6.614578,0.5607351,0.59
7.716366,6.618582,0.5597295,0.58
7.6618786,6.6145887,0.557719,0.58
7.6293893,6.6295905,0.55772,0.6
7.624906,6.668585,0.5587356,0.6
7.62442,6.7115784,0.5587535,0.59
7.638188,6.7445717,0.56076956,0.59
7.641702,6.791565,0.5617897,0.59
7.636219,6.8305593,0.56180483,0.61
7.631736,6.8705544,0.5628205,0.6
7.6322618,6.914548,0.5638386,0.57
7.624776,6.9525433,0.5648527,0.58
7.6262956,6.9985366,0.56587166,0.59
7.642066,7.034529,0.5668891,0.59
7.6325774,7.071525,0.56790227,0.59
7.6260996,7.1105204,0.5689167,0.57
7.6306176,7.160513,0.56993747,0.57
7.6241446,7.199508,0.5709517,0.59
7.6296577,7.2515,0.5719733,0.59
7.6311765,7.2994933,0.5729925,0.59
7.633946,7.3244896,0.5740028,0.57
7.630461,7.368484,0.5750193,0.58
7.6329875,7.417477,0.5760389,0.58
7.6244984,7.457473,0.57705265,0.59
7.6320205,7.512464,0.57807535,0.6
7.6305366,7.559458,0.579093,0.59
7.633306,7.585454,0.58010346,0.68
7.5928135,7.5944586,0.5790986,0.58
7.5533395,7.6024632,0.5780934,0.59
7.497849,7.595472,0.57707906,0.58
7.49337,7.6394663,0.57809454,0.7
7.4638743,7.6594677,0.5780957,0.58
7.4424014,7.6854677,0.5781006,0.69
7.426158,7.6934695,0.5781,0.69
7.384675,7.699475,0.57709306,0.72
7.442208,7.808452,0.5811457,0.45
7.524748,7.944423,0.5862136,0.38
7.6202826,8.09639,0.5922902,0.41
7.603805,8.130388,0.5932987,0.41
7.5913234,8.169385,0.59330976,0.45
9.424516,10.149865,0.6854419,0.33
9.348024,10.132878,0.6834183,0.5
9.313547,10.159879,0.68342,0.3
6.9315176,7.6355515,0.5649653,0.58
6.853023,7.598568,0.5619334,0.61
6.810526,7.6015744,0.56092393,0.61
6.784285,7.596579,0.5599157,0.59
6.7287955,7.5835896,0.5588975,0.6
6.7033143,7.6035914,0.55889785,0.62
6.661829,7.605598,0.557888,0.61
6.609334,7.595608,0.5568711,0.63
6.572841,7.6036134,0.5558643,0.62
6.5333614,7.60662,0.554855,0.63
6.4981136,7.5906277,0.5538404,0.6
6.4666333,7.6026316,0.553836,0.61
6.419133,7.5976405,0.55182153,0.62
6.3806458,7.601647,0.5518124,0.62
6.3371663,7.5986547,0.55079955,0.62
6.297683,7.6006618,0.5497893,0.62
6.2561827,7.6016693,0.5487781,0.6
6.2259398,7.589676,0.5477658,0.61
6.187452,7.5926824,0.54675585,0.6
6.1509657,7.5976887,0.54674697,0.62
6.1114807,7.5986958,0.54573596,0.61
6.0649853,7.591705,0.5447203,0.59
6.028503,7.5957117,0.5437108,0.59
5.9980245,7.606716,0.5437051,0.58
5.966766,7.5937233,0.5426918,0.58
5.9302883,7.59673,0.54168177,0.6
5.8897963,7.5957384,0.54066926,0.59
5.850305,7.595746,0.5396572,0.61
5.815816,7.6017523,0.5396483,0.59
5.7833333,7.609758,0.53864056,0.58
5.737845,7.6007676,0.53762364,0.59
5.713595,7.5947733,0.53661424,0.58
5.6791086,7.599779,0.5366047,0.6
5.632628,7.58779,0.53558636,0.59
5.599132,7.5947967,0.5345775,0.59
5.564649,7.598803,0.53456736,0.57
5.5251565,7.5968113,0.5335537,0.56
5.488682,7.5968194,0.53254163,0.59
5.4634366,7.5878253,0.5315307,0.59
5.4269385,7.589833,0.53151894,0.59
5.390449,7.5908403,0.53050685,0.6
5.360975,7.599846,0.5304992,0.59
5.31947,7.594856,0.52948356,0.58
5.281988,7.5928636,0.52846986,0.56
5.261745,7.5898685,0.527462,0.57
5.2222605,7.5848775,0.52644676,0.59
5.1837583,7.5828867,0.5264325,0.59
5.156285,7.5938916,0.52542555,0.62
5.1197968,7.5929,0.5254121,0.61
5.082302,7.590909,0.5243979,0.61
5.046815,7.590917,0.5233848,0.57
5.0205717,7.5779243,0.52237177,0.58
4.990077,7.5859303,0.5223625,0.6
4.9615993,7.594937,0.522354,0.59
4.9231086,7.5899463,0.5213382,0.59
4.8886256,7.5899544,0.52032506,0.59
4.8531265,7.589963,0.5203114,0.59
4.8206415,7.5929704,0.5192995,0.58
4.7983985,7.584976,0.5182889,0.59
4.771915,7.596982,0.5182814,0.59
4.733429,7.589992,0.51726454,0.55
4.6979294,7.5890007,0.5172501,0.57
4.6634517,7.587009,0.5162358,0.58
4.633955,7.5950165,0.51622576,0.58
4.6004705,7.595025,0.51521206,0.59
4.580229,7.5890303,0.5152024,0.58
4.5497417,7.5940375,0.51419085,0.59
4.517249,7.596046,0.5141778,0.58
4.4837584,7.5960546,0.51316375,0.57
4.4452777,7.586065,0.5121453,0.57
4.4157896,7.5920725,0.5121341,0.58
4.385303,7.5960803,0.51112187,0.57
4.367057,7.5930853,0.51111335,0.57
4.3265634,7.5800967,0.5100929,0.56
4.300081,7.590103,0.5100835,0.58
4.26459,7.585113,0.50906676,0.59
4.2351017,7.590121,0.5090547,0.58
4.2066116,7.5971284,0.50904346,0.58
4.186363,7.590134,0.50803286,0.57
4.1518803,7.585144,0.50701624,0.57
4.124393,7.593151,0.5070054,0.58
4.0868926,7.584162,0.50598633,0.58
4.056415,7.5851707,0.50597245,0.59
4.0279255,7.5911784,0.50496036,0.59
3.9974453,7.592187,0.50494623,0.59
3.976189,7.583194,0.50393444,0.59
3.9466963,7.587202,0.5039212,0.58
3.915221,7.5852113,0.50290585,0.59
3.8857338,7.58822,0.5028922,0.57
3.8572454,7.593228,0.5028794,0.57
3.826765,7.593237,0.5018645,0.55
3.7932742,7.5882473,0.5018471,0.57
3.7730165,7.580253,0.5008356,0.57
3.7435305,7.5822625,0.5008213,0.58
3.7110431,7.5782723,0.49980432,0.56
3.6865568,7.590279,0.4997942,0.51
3.680081,7.6382794,0.50079954,0.48
3.6746094,7.688279,0.50280577,0.46
3.674132,7.750277,0.5048165,0.49
3.6889172,7.81027,0.50683475,0.48
3.6824307,7.8622704,0.5078405,0.48
3.6859682,7.9332666,0.5098548,0.46
3.682504,7.990266,0.5118628,0.46
3.6720212,8.035268,0.51286495,0.46
3.6445384,8.043276,0.5128517,0.45
3.6090565,8.033288,0.51183105,0.49
3.5918078,8.030293,0.51182127,0.5
3.567314,8.0463,0.51181066,0.49
3.5288353,8.028314,0.5107868,0.62
3.5093431,8.055319,0.5117805,0.39
3.4908698,8.082324,0.51177466,0.52
3.4753978,8.116327,0.5127715,0.51
3.4469104,8.122337,0.5127565,0.55
3.4296656,8.118343,0.5127462,0.55
3.4031823,8.128351,0.51273286,0.55
3.3656886,8.113365,0.5117093,0.57
3.3351924,8.1153755,0.5106922,0.57
3.3087134,8.124384,0.5106783,0.55
3.2742224,8.115396,0.50965697,0.59
3.2589786,8.115401,0.5096481,0.57
3.2324975,8.12441,0.50963396,0.54
3.1980083,8.114422,0.50861216,0.58
3.1665137,8.1124325,0.5085932,0.57
3.1400304,8.121442,0.5085788,0.54
3.1085408,8.118454,0.5075595,0.57
3.0820625,8.126462,0.50754464,0.58
3.064807,8.122469,0.5075336,0.55
3.0343294,8.119479,0.5075146,0.57
3.0028346,8.11649,0.50649494,0.57
2.9733465,8.117501,0.5064769,0.51
2.9418485,8.114512,0.5054569,0.57
2.9163594,8.126522,0.5054426,0.56
2.889889,8.132532,0.5054268,0.54
2.8696373,8.11854,0.5044121,0.58
2.8381398,8.114551,0.5043917,0.58
2.808651,8.114562,0.50437284,0.54
2.7781682,8.110574,0.50335276,0.57
2.7526762,8.122583,0.50333786,0.59
2.726196,8.129593,0.5033215,0.57
2.6927152,8.115606,0.50229794,0.57
2.6764708,8.110612,0.5022867,0.56
2.6549835,8.13362,0.50327533,0.56
2.6204922,8.117634,0.50225055,0.57
2.5939977,8.126643,0.5022339,0.57
2.5675142,8.133654,0.502217,0.57
2.5340178,8.120667,0.50119287,0.55
2.5197713,8.121673,0.50118333,0.55
2.4902878,8.118685,0.5001629,0.58
2.458799,8.109696,0.5001403,0.56
2.4333184,8.118708,0.5001238,0.58
2.4108393,8.137715,0.5001104,0.57
2.375344,8.11573,0.49908322,0.55
2.3468456,8.117742,0.4990635,0.59
2.3336086,8.119747,0.49905437,0.55
2.3031096,8.114759,0.49803227,0.55
2.2746289,8.112771,0.49801183,0.57
2.251152,8.127781,0.49799666,0.58
2.2206588,8.120794,0.497974,0.54
2.1911678,8.116805,0.4969523,0.59
2.1636865,8.117818,0.49693242,0.58
2.1494296,8.119823,0.49692222,0.59
2.1219518,8.119835,0.4969021,0.57
2.093451,8.120848,0.49688122,0.57
2.0659723,8.120859,0.49586084,0.55
2.0354788,8.111873,0.49583724,0.56
2.0110023,8.122882,0.49582,0.56
1.9835161,8.123894,0.4957994,0.55
1.9662567,8.113902,0.4947854,0.54
1.9407789,8.120913,0.4947667,0.57
1.9092791,8.107926,0.49374145,0.53
1.8838003,8.114938,0.49372256,0.54
1.8563102,8.11595,0.49370146,0.56
1.8258144,8.104962,0.49367678,0.58
1.8033283,8.126973,0.49366125,0.55
1.7880855,8.11998,0.4936487,0.58
1.757595,8.106994,0.49262357,0.58
1.7321026,8.117004,0.49260432,0.57
1.703625,8.109018,0.49258098,0.56
1.6751355,8.104032,0.49155784,0.58
1.6506414,8.119042,0.49253944,0.55
1.6363974,8.116049,0.49252772,0.55
1.6059055,8.101063,0.4915018,0.57
1.5804302,8.106074,0.4914815,0.57
1.5559413,8.120086,0.49146268,0.54
1.5244439,8.100101,0.49043515,0.56
1.4999654,8.111113,0.49041584,0.57
1.4754732,8.126124,0.49139675,0.55
1.458225,8.107132,0.49038085,0.54
1.4317362,8.110144,0.49035895,0.56
1.4052504,8.112158,0.49033687,0.52
1.3757572,8.099171,0.48931095,0.55
1.3512726,8.112184,0.4892912,0.55
1.3247886,8.113195,0.4892687,0.55
1.2982981,8.116209,0.48924622,0.52
1.2697995,8.109222,0.48922116,0.57
1.2565697,8.105228,0.4892094,0.58
1.2310708,8.117241,0.4891882,0.57
1.2035884,8.110254,0.4891637,0.57
1.1760893,8.109268,0.48813954,0.58
1.1506125,8.113281,0.4881174,0.54
1.1231244,8.107295,0.48809266,0.54
1.1088654,8.106301,0.48807994,0.59
1.0823842,8.104315,0.48805618,0.57
1.0579052,8.116327,0.48803514,0.54
