X,Y,Z,Intensity
72.36061,7.6867604,2.6674082,0.0
69.718376,7.515789,2.5784662,0.0
70.07793,7.7777467,2.5913756,0.0
69.68548,7.9557185,2.5783138,0.0
69.07802,8.105696,2.5592613,0.0
68.92057,8.306663,2.5541914,0.0
69.09412,8.548625,2.5611074,0.0
69.25066,8.788586,2.567024,0.0
69.418434,8.921565,2.572978,0.0
59.02395,7.7707543,2.2203722,0.0
58.877495,7.9397283,2.2163134,0.0
57.490036,7.9357295,2.1693137,0.0
56.22358,7.94073,2.1273112,0.0
57.34313,8.283675,2.166192,0.0
57.280678,8.458648,2.165131,0.0
77.54166,12.081058,2.8598785,0.0
74.28718,11.813103,2.7489693,0.0
72.317726,11.732118,2.6829958,0.0
70.39926,11.647133,2.6190236,0.0
69.231804,11.678129,2.5800116,0.0
67.676575,11.524155,2.527064,0.0
66.11512,11.472165,2.4750807,0.09
64.678665,11.432173,2.4270933,0.0
63.165207,11.368184,2.3761141,0.0
61.887745,11.3391905,2.334123,0.0
60.580284,11.2962,2.2901363,0.0
59.374054,11.167221,2.2491806,0.0
58.026596,11.102233,2.204202,0.0
57.034138,11.098235,2.1712022,0.13
56.04368,11.088239,2.1382046,0.1
55.047226,11.070242,2.1052098,0.16
54.036766,11.044248,2.0712178,0.16
53.07531,11.021254,2.0392246,0.17
52.467083,10.980261,2.0192385,0.19
33.824482,7.1828794,1.3765613,0.12
50.273163,10.851285,1.9452815,0.14
32.952114,7.3228602,1.3495116,0.32
32.80766,7.3988495,1.3444848,0.15
47.276333,10.827295,1.8462863,0.34
32.60152,7.6228166,1.3394058,0.35
45.123188,10.707318,1.7743262,0.21
32.891613,7.9097724,1.3513048,0.24
43.656273,10.649331,1.7263451,0.12
42.970814,10.625337,1.7033528,0.16
42.356354,10.61434,1.683356,0.12
41.760124,10.535353,1.6633834,0.16
41.16267,10.521358,1.6433876,0.29
40.554207,10.502361,1.6233937,0.16
40.093754,10.517362,1.6083878,0.25
40.0833,10.649342,1.609341,0.41
38.896835,10.465373,1.5684052,0.31
38.335377,10.4433775,1.5504123,0.19
38.07515,10.436379,1.5414145,0.2
23.544529,6.5270104,1.034789,0.3
23.540073,6.605999,1.0347613,0.55
23.538616,6.6859875,1.0357332,0.2
24.037165,6.9099526,1.0536546,0.35
23.997713,6.9799433,1.05363,0.37
24.368488,7.12992,1.0665772,0.33
24.36203,7.211908,1.0675484,0.28
23.666567,7.0869293,1.0435926,0.32
22.927109,6.9429536,1.0186435,0.23
22.79565,6.981949,1.0146298,0.41
22.828194,7.070936,1.0165987,0.38
32.545883,10.199438,1.3604944,0.23
32.414654,10.214437,1.3564891,0.35
32.424206,10.329421,1.3574482,0.55
31.367735,10.101459,1.3215288,0.25
31.124279,10.131456,1.313518,0.23
23.1807,7.6228566,1.0334047,0.39
23.162247,7.6978464,1.0333784,0.24
30.603916,10.282437,1.2984645,0.5
30.549692,10.317432,1.2974521,0.33
29.400217,10.03248,1.257553,0.35
29.069763,10.021483,1.2465569,0.35
28.764305,10.017486,1.2375584,0.35
28.458845,10.012488,1.2275602,0.32
28.164389,10.0084915,1.2175617,0.35
27.87716,9.955501,1.2085806,0.34
27.5877,9.950502,1.1985825,0.34
27.310244,9.947506,1.1905837,0.35
27.051788,9.949508,1.1815832,0.37
26.772326,9.94351,1.1725856,0.23
26.685877,10.006502,1.1715634,0.44
26.678423,10.10049,1.1715304,0.31
26.6702,10.144484,1.1725149,0.59
25.786728,9.901524,1.1416014,0.15
25.510265,9.888528,1.1326064,0.38
25.249813,9.878531,1.1246103,0.37
25.00235,9.873534,1.1166124,0.33
24.968897,9.951524,1.1165851,0.32
24.933447,10.028514,1.1165582,0.62
24.910221,10.064509,1.1155456,0.44
24.657766,10.052513,1.1075503,0.29
23.803293,9.791556,1.0776435,0.23
23.561832,9.77956,1.0706483,0.21
23.167372,9.701574,1.0566764,0.29
23.164919,9.786564,1.0576469,0.34
23.040688,9.777566,1.0536504,0.39
22.850233,9.781568,1.0476495,0.31
22.81278,9.850559,1.0476255,0.5
22.818329,9.938547,1.0495949,0.37
22.788877,10.011538,1.0495696,0.46
22.72542,10.069531,1.0485498,0.59
21.677717,9.727588,1.0106723,0.45
21.488256,9.72459,1.005674,0.29
21.300802,9.720593,0.9996763,0.52
21.122345,9.719595,0.9936774,0.28
21.05089,9.7675905,0.9926611,0.43
21.050438,9.84858,0.99363315,0.56
21.055984,9.9325695,0.9946042,0.38
20.99476,9.943568,0.9936006,0.62
20.968307,10.012561,0.993577,0.46
19.934364,9.674617,0.956699,0.39
19.782907,9.678619,0.9526985,0.4
19.614452,9.672622,0.94770163,0.38
19.443996,9.664626,0.9417055,0.43
19.318766,9.640631,0.9377145,0.38
19.295313,9.705623,0.93869245,0.49
19.285864,9.776614,0.93866825,0.48
19.29341,9.857605,0.94064057,0.44
19.215956,9.894601,0.93862844,0.61
19.292505,10.011585,0.942588,0.4
19.436064,10.163565,0.94953513,0.19
18.24779,9.579656,0.9047433,0.31
18.153334,9.603653,0.902736,0.35
18.007875,9.599656,0.89773864,0.58
18.051422,9.696645,0.90070534,0.39
14.209825,7.692949,0.755419,0.18
14.257374,7.7769384,0.7573903,0.14
14.238145,7.7959366,0.7573842,0.23
14.226693,7.847931,0.75836694,0.15
17.216356,9.566675,0.87375736,0.41
17.082901,9.562678,0.86976016,0.41
16.946445,9.556681,0.86576366,0.46
16.821983,9.557684,0.86276466,0.37
16.680529,9.546688,0.85776997,0.46
16.542295,9.502696,0.85278636,0.37
16.390837,9.484701,0.84879416,0.47
16.26638,9.481704,0.8447967,0.31
16.12592,9.468709,0.8408028,0.49
16.020466,9.47471,0.83780223,0.32
15.957009,9.505708,0.8357927,0.51
15.893778,9.502709,0.8347946,0.46
15.783327,9.503713,0.83079576,0.38
15.666867,9.501716,0.82779807,0.41
15.541406,9.493719,0.8238026,0.42
15.423951,9.488722,0.820806,0.41
15.339497,9.503723,0.81880236,0.57
15.331044,9.565717,0.8197821,0.58
15.354817,9.614711,0.82076555,0.57
15.33036,9.667706,0.82074857,0.44
15.31191,9.723701,0.82173043,0.51
15.349462,9.81569,0.8246997,0.48
15.273009,9.83469,0.8226947,0.68
15.286553,9.912681,0.824669,0.29
15.290104,9.983673,0.82564574,0.11
14.298371,9.434757,0.78784287,0.48
14.208913,9.44076,0.7848426,0.44
14.105455,9.436762,0.781846,0.48
14.014001,9.439765,0.77984685,0.48
13.927546,9.445766,0.7778467,0.49
13.831087,9.44477,0.77484906,0.49
13.749853,9.421775,0.77185816,0.52
13.647393,9.415778,0.76886237,0.45
13.58594,9.436777,0.767857,0.62
13.582492,9.497771,0.7688375,0.61
13.579032,9.560766,0.7698174,0.59
13.570591,9.617761,0.7707994,0.48
13.549134,9.667756,0.77078396,0.62
13.528908,9.685756,0.7707787,0.7
13.5304575,9.751749,0.7727577,0.41
13.656008,9.90873,0.7787047,0.29
13.558551,9.903732,0.77570873,0.19
13.5151,9.937732,0.7756991,0.44
13.366641,9.893741,0.7707169,0.14
12.540904,9.377817,0.73790187,0.52
12.468446,9.385819,0.7359014,0.51
12.385994,9.384823,0.73390406,0.5
12.299531,9.381826,0.73190755,0.54
12.222072,9.384829,0.7299089,0.53
12.141621,9.383832,0.72791165,0.54
12.072384,9.361836,0.7249206,0.54
11.996925,9.36484,0.722922,0.54
11.913468,9.360844,0.72092587,0.54
11.838017,9.361846,0.71892804,0.59
11.826557,9.414842,0.71991205,0.63
11.820108,9.470837,0.720895,0.62
11.811655,9.525832,0.7218784,0.6
11.80943,9.55483,0.7218696,0.48
11.773979,9.587828,0.7218607,0.72
11.856532,9.7178135,0.726818,0.58
11.767077,9.706819,0.7248245,0.21
11.8216305,9.814807,0.72778964,0.32
11.863183,9.912796,0.73175824,0.22
11.809951,9.900801,0.72976387,0.21
11.7925005,9.949797,0.73074967,0.3
11.730047,9.960798,0.7287487,0.2
10.805058,9.298895,0.69098485,0.38
10.599587,9.181913,0.68302834,0.47
10.64792,9.311901,0.68698746,0.52
10.592464,9.322904,0.6859865,0.56
10.513005,9.312907,0.6839929,0.57
10.44155,9.308911,0.68199724,0.58
10.380084,9.314914,0.6799983,0.59
10.311628,9.312918,0.67900187,0.56
10.255177,9.320919,0.67700213,0.58
10.202942,9.303924,0.6760096,0.6
10.129487,9.295928,0.6740154,0.6
10.07102,9.30293,0.67201614,0.58
10.050571,9.342928,0.6730054,0.58
10.040126,9.391925,0.6739916,0.55
10.040669,9.452921,0.6749738,0.59
10.039218,9.511916,0.6769568,0.59
10.045999,9.547914,0.6779459,0.59
10.038546,9.60191,0.67893064,0.56
10.038093,9.662905,0.67991304,0.58
10.027644,9.713902,0.6808989,0.58
10.035189,9.783896,0.6828783,0.57
10.029737,9.840893,0.6838622,0.56
10.017288,9.89089,0.68484855,0.56
10.0330715,9.936886,0.6858345,0.58
10.030613,9.998881,0.6878169,0.57
10.020164,10.051879,0.68880236,0.56
10.01871,10.114875,0.6897845,0.57
10.015266,10.17487,0.69176763,0.59
10.008809,10.233867,0.6927513,0.56
10.02359,10.280862,0.69373715,0.56
10.013138,10.335859,0.69472224,0.57
10.003688,10.391856,0.696707,0.56
10.011247,10.46485,0.69868606,0.56
10.006796,10.526847,0.6996689,0.55
9.993339,10.580844,0.7006546,0.56
9.988894,10.64284,0.70163757,0.55
10.006677,10.694836,0.7036219,0.52
10.001229,10.756833,0.70560503,0.55
10.0037775,10.828828,0.7065848,0.55
10.002325,10.896823,0.7085661,0.53
9.983871,10.946821,0.7095535,0.54
9.98043,11.011817,0.71053576,0.54
9.982984,11.084813,0.71251553,0.54
9.990761,11.12881,0.7145029,0.52
9.990311,11.199805,0.7154834,0.54
9.987862,11.268802,0.71746475,0.54
9.978416,11.329798,0.71844876,0.52
9.9709635,11.394794,0.72043157,0.54
9.962518,11.457791,0.72141516,0.54
9.952066,11.519788,0.7233991,0.52
9.977857,11.584783,0.7253795,0.54
9.973405,11.654779,0.727361,0.54
9.960959,11.714776,0.7283458,0.53
9.954505,11.783772,0.7303278,0.53
9.94906,11.852769,0.7313097,0.53
9.93961,11.918766,0.73329276,0.52
9.94217,11.997761,0.7352715,0.52
9.952946,12.049757,0.7362568,0.51
9.9485035,12.121754,0.738238,0.5
9.939057,12.18875,0.740221,0.51
9.934613,12.261746,0.7422021,0.51
9.92416,12.329744,0.743185,0.49
9.926723,12.41174,0.74516326,0.5
9.924271,12.490735,0.74714273,0.5
9.932052,12.540732,0.749129,0.48
9.928609,12.617729,0.7511091,0.5
9.925164,12.6957245,0.75308913,0.49
9.915719,12.766722,0.75507146,0.49
9.90927,12.842718,0.7560523,0.49
9.906832,12.922714,0.7590319,0.49
9.894381,12.992713,0.76001495,0.48
9.914165,13.060707,0.76199555,0.47
9.907719,13.138704,0.76397616,0.46
9.898274,13.212701,0.7659581,0.47
9.897835,13.2986965,0.7679361,0.46
9.892391,13.379693,0.770916,0.48
9.8869505,13.46069,0.77289593,0.47
9.902727,13.527685,0.77487737,0.45
9.890287,13.599683,0.7758603,0.47
9.88384,13.682679,0.77884,0.46
9.883402,13.7726755,0.7808174,0.46
9.873953,13.852673,0.78279823,0.46
9.866513,13.9346695,0.7847784,0.45
9.860069,14.019666,0.7867579,0.46
9.878857,14.092661,0.78973776,0.44
9.871411,14.177658,0.79171735,0.46
9.868973,14.269654,0.7946948,0.43
9.857531,14.349651,0.79667616,0.44
9.852092,14.438648,0.79865474,0.43
9.849655,14.532645,0.80063194,0.44
9.831207,14.605643,0.802616,0.43
9.84599,14.677639,0.8045967,0.43
9.847555,14.779634,0.8075716,0.42
9.838111,14.867632,0.8105512,0.41
9.83167,14.9606285,0.8125293,0.42
9.823232,15.050626,0.8155085,0.41
9.811794,15.136623,0.817489,0.54
9.835581,15.225617,0.82046473,0.4
9.827136,15.319614,0.8224431,0.53
9.822705,15.417611,0.8254201,0.4
9.814264,15.512609,0.8283984,0.41
9.801826,15.601606,0.8303786,0.52
9.793385,15.698604,0.8323566,0.39
9.782946,15.792601,0.8353355,0.5
9.81674,15.901593,0.83930546,0.39
9.796298,15.981593,0.84128916,0.51
9.79386,16.091589,0.8442635,0.38
9.779422,16.182587,0.846244,0.49
9.77999,16.298582,0.8492167,0.36
9.766554,16.39258,0.85219646,0.48
9.769122,16.514578,0.85616773,0.37
9.754684,16.609575,0.8581475,0.49
9.774467,16.704569,0.86112285,0.38
9.757031,16.79557,0.86410415,0.48
9.746598,16.899565,0.86608154,0.48
9.734162,17.001564,0.8690598,0.45
9.740732,17.13756,0.8730277,0.21
3.6185615,6.5515943,0.46330297,0.62
9.718075,17.288559,0.87699634,0.15
3.4968688,6.408613,0.45735347,0.36
3.462406,6.395618,0.45636192,0.32
3.434946,6.394622,0.4553666,0.34
3.406477,6.392626,0.45537177,0.35
3.3650246,6.3646317,0.45338473,0.27
3.3335726,6.354636,0.45239213,0.29
3.308329,6.33364,0.4514009,0.47
3.1598544,6.1056647,0.44247457,0.36
3.1183884,6.075671,0.4414881,0.3
3.0909224,6.071675,0.44049376,0.34
3.0594668,6.0586796,0.43950203,0.26
3.0329955,6.0566835,0.4395072,0.41
3.0105588,6.0586863,0.43851078,0.34
2.999311,6.062688,0.438512,0.41
2.9778535,6.068691,0.43851465,0.47
2.9614043,6.083693,0.43851456,0.38
2.950947,6.111694,0.43951076,0.39
2.9514854,6.162693,0.44150016,0.18
9.635365,19.6665,0.94648075,0.42
9.623938,19.8005,0.95045364,0.36
9.644733,19.922495,0.95442384,0.45
9.64431,20.08249,0.9593895,0.36
9.625887,20.204489,0.9623664,0.46
9.621466,20.359488,0.967334,0.54
9.588026,20.457489,0.9693188,0.15
2.812051,6.2557125,0.44150805,0.39
2.772588,6.2237186,0.44052228,0.29
2.7573698,6.215721,0.43952695,0.25
2.718891,6.1867275,0.43854043,0.33
2.693439,6.1827316,0.4375464,0.36
2.674974,6.1957345,0.43854755,0.27
2.6475327,6.1857386,0.4375552,0.52
2.626077,6.190742,0.43755865,0.35
2.6166162,6.2237434,0.4385541,0.35
2.6043723,6.2247453,0.4385565,0.44
2.5829167,6.2297487,0.43756002,0.41
2.5874684,6.2947474,0.44054636,0.21
3.7394116,9.030533,0.53976667,0.64
3.698951,9.015539,0.53877795,0.64
3.6684957,9.023544,0.53878266,0.63
3.649274,9.016547,0.53778803,0.64
3.612813,9.010552,0.5377968,0.63
3.5793576,9.010557,0.5368038,0.64
3.5439017,9.005564,0.53681225,0.65
3.5104384,9.006569,0.53581923,0.65
3.480981,9.016574,0.5358236,0.65
3.448525,9.018579,0.5358302,0.65
3.4232886,8.997583,0.5348398,0.65
3.3938293,9.007588,0.5348443,0.65
3.360377,9.005593,0.53385204,0.66
3.3269236,9.003599,0.5338599,0.65
3.2954605,9.008604,0.5338659,0.65
3.2600076,9.00061,0.5328755,0.64
3.2545614,9.073611,0.5348627,0.75
3.0992644,8.702641,0.52196896,0.26
2.9757664,8.453664,0.5120448,0.34
2.937297,8.43367,0.51105756,0.48
2.9168475,8.460673,0.51205724,0.39
2.8853958,8.456678,0.5110654,0.5
2.8529334,8.451684,0.51107407,0.39
2.8224733,8.45169,0.51008135,0.51
2.808232,8.456692,0.51008385,0.39
2.7737823,8.4426985,0.5100948,0.52
2.7473195,8.454703,0.510099,0.34
2.7178662,8.4557085,0.509106,0.52
2.6854017,8.449714,0.5091151,0.4
2.6529448,8.441721,0.5081247,0.5
2.6274912,8.454724,0.50812864,0.39
2.6042612,8.428729,0.5071393,0.5
2.5807943,8.450733,0.5081412,0.39
2.5503397,8.447739,0.5071495,0.48
2.5178816,8.4387455,0.5071595,0.38
2.4874244,8.435751,0.5061679,0.48
2.4629714,8.451755,0.50717133,0.36
2.4255,8.427763,0.5051855,0.55
2.415277,8.441765,0.50618565,0.34
2.3848205,8.43777,0.5051944,0.52
2.358363,8.447775,0.5051997,0.32
