X,Y,Z,Intensity
36.007748,0.06400081,1.4269611,0.18
36.9363,0.18300216,1.4578884,0.33
36.983078,0.24100283,1.4598529,0.37
37.17763,0.35900417,1.4657801,0.27
37.858185,0.48500538,1.4887024,0.21
38.335735,0.61200655,1.5056237,0.23
38.60629,0.7380077,1.514545,0.45
39.929394,1.0150098,1.5593717,0.31
39.941174,1.0780103,1.5593318,0.46
39.996723,1.2060115,1.5612502,0.0
40.208282,1.3390126,1.5691653,0.0
40.466835,1.4750137,1.578078,0.1
41.96739,1.6620138,1.6289604,0.16
41.921944,1.793015,1.626875,0.44
41.914722,1.8580155,1.6268325,0.0
42.122276,2.0000165,1.6337398,0.11
42.79783,2.168017,1.6566312,0.2
43.179386,2.3230176,1.6705298,0.23
43.55694,2.4810183,1.6834259,0.26
59.661488,3.5960028,2.2287474,0.11
59.570045,3.7780032,2.2256262,0.39
59.459827,3.8650033,2.2215679,0.23
59.323383,4.043004,2.2174482,0.18
59.21794,4.223004,2.2143266,0.39
59.148495,4.4050045,2.212203,0.19
59.169052,4.594004,2.2130747,0.13
59.03861,4.7700047,2.2089534,0.17
58.927162,4.948005,2.2058306,0.28
58.721943,5.0230055,2.1987772,0.15
58.5005,5.1900063,2.19166,0.39
58.374058,5.3630066,2.1885386,0.23
58.24461,5.536007,2.1844165,0.18
58.135166,5.7100077,2.1812932,0.39
58.017727,5.882008,2.1781704,0.23
57.914505,5.964009,2.1741114,0.18
57.79706,6.136009,2.1709878,0.41
57.668617,6.3050094,2.1668656,0.23
57.560177,6.47601,2.1637416,0.19
57.44173,6.6460104,2.1606174,0.41
57.31529,6.814011,2.156494,0.23
57.219845,6.9850116,2.154368,0.22
57.11662,7.064012,2.1513088,0.0
57.100178,7.2440124,2.1511765,0.0
56.965736,7.409013,2.1470528,0.09
56.767292,7.564014,2.1409352,0.19
56.65985,7.7310143,2.1378093,0.42
56.54741,7.897015,2.1346836,0.24
56.414963,8.060017,2.1315591,0.17
56.334743,8.138016,2.129499,0.43
56.2113,8.301017,2.1253736,0.24
56.245853,8.487018,2.1272326,0.12
56.54442,8.714017,2.1380646,0.16
56.857975,8.946017,2.149892,0.29
57.15153,9.176016,2.1607206,0.18
57.453094,9.410016,2.1725454,0.18
57.788868,9.559015,2.1844363,0.18
58.08143,9.795015,2.1952586,0.18
58.39299,10.036015,2.206077,0.16
59.04955,10.341012,2.229852,0.0
59.57711,10.626012,2.2486393,0.0
60.089447,11.01101,2.2683468,0.21
60.616005,11.30501,2.2871256,0.21
60.499565,11.480009,2.2839835,0.24
60.730125,11.721009,2.2927966,0.1
61.090683,11.991009,2.306589,0.16
61.424244,12.257008,2.3193834,0.09
61.774807,12.529007,2.3321726,0.0
62.011585,12.679006,2.3410573,0.05
62.497147,12.983005,2.3598237,0.14
62.850708,13.263003,2.3726053,0.1
63.21327,13.547003,2.3863835,0.0
63.58983,13.837002,2.4011567,0.0
73.80834,16.916964,2.758925,0.0
31.203362,7.556131,1.2903365,0.0
43.406307,10.880086,1.7149551,0.0
43.537865,11.059087,1.7208059,0.0
43.690426,11.244087,1.727652,0.0
43.89598,11.444088,1.735487,0.0
34.69927,9.218129,1.4170333,0.35
24.57379,6.6061735,1.0658739,0.14
24.48434,6.665176,1.0628158,0.37
23.167896,6.384184,1.0180012,0.29
23.109453,6.446187,1.0169414,0.27
23.129007,6.530189,1.0178657,0.36
23.136564,6.6111913,1.0187918,0.34
23.210339,6.6721916,1.0217398,0.34
23.31389,6.7821937,1.0256445,0.39
23.28045,6.851196,1.0255789,0.32
23.139004,6.8891993,1.0215352,0.42
18.306555,5.5102243,0.85252273,0.33
17.60811,5.36023,0.82861835,0.26
17.646889,5.4022307,0.83058095,0.25
17.667439,5.4702334,0.83151746,0.38
17.525991,5.487237,0.8274913,0.45
17.55955,5.558239,0.8284255,0.27
17.506102,5.602242,0.82737935,0.37
17.551657,5.678244,0.82930934,0.45
17.530212,5.732247,0.8292556,0.34
17.53199,5.7632484,0.83022565,0.53
17.807547,5.9162493,0.8400982,0.26
14.702106,4.934268,0.7308141,0.25
14.508662,4.9202714,0.7248118,0.4
14.409217,4.9372745,0.7217865,0.32
12.25679,4.2412887,0.6452948,0.42
12.039339,4.209293,0.6383071,0.45
12.004116,4.218294,0.63729453,0.36
14.431653,5.1242843,0.72460157,0.29
14.085209,5.051289,0.71264374,0.28
14.181766,5.136291,0.7165669,0.59
14.052315,5.1402946,0.7125509,0.27
13.302874,4.9133015,0.6857102,0.41
13.17865,4.891303,0.6817206,0.39
13.329203,4.995305,0.68762904,0.52
13.563764,5.1313066,0.6965131,0.38
13.37531,5.109311,0.69051695,0.37
13.207873,5.0923142,0.6845175,0.37
