X,Y,Z,Intensity
71.57092,0.041057438,2.6290138,0.18
71.60051,0.26637265,2.6300893,0.3
71.59531,0.37852952,2.6301267,0.21
71.59789,0.6038447,2.6302016,0.18
71.61148,0.8291599,2.6312761,0.31
71.60206,1.0544751,2.63135,0.2
71.591644,1.2797902,2.630424,0.19
71.617226,1.5061066,2.6314974,0.21
71.5998,1.7304204,2.63157,0.19
71.62459,1.8445799,2.6326067,0.21
71.590164,2.0688934,2.6316788,0.18
71.620735,2.29521,2.6327512,0.21
71.61431,2.5205245,2.6328228,0.18
71.645874,2.747842,2.6348946,0.21
71.62644,2.9721553,2.6339648,0.18
71.636,3.1984715,2.6350358,0.21
71.63678,3.3116293,2.6350708,0.17
71.64135,3.5379453,2.6361408,0.13
71.631905,3.7632596,2.6362102,0.17
71.66146,3.9905767,2.6372797,0.21
71.64202,4.215891,2.6373482,0.19
71.65758,4.4432077,2.6384172,0.21
71.64513,4.668522,2.638485,0.18
71.6889,4.784683,2.6405196,0.0
61.12154,4.2689962,2.2823455,0.0
59.15811,4.318072,2.2163558,0.0
60.55865,4.612479,2.2644453,0.0
58.53222,4.6435304,2.196449,0.05
58.455776,4.82178,2.1945004,0.16
58.153328,4.981004,2.1845453,0.23
57.9841,5.0591145,2.1795669,0.11
58.163647,5.2593937,2.1856244,0.08
58.41719,5.467684,2.195684,0.0
43.770958,4.229022,1.6982838,0.0
43.476517,4.3391795,1.6883129,0.0
57.870827,5.9673843,2.178821,0.0
57.7936,6.051502,2.1768436,0.0
57.798138,6.235759,2.1768942,0.0
41.457993,4.598561,1.6213734,0.0
43.339504,4.9460382,1.6864758,0.0
40.897106,4.796846,1.6034228,0.1
40.82866,4.919019,1.6014544,0.22
40.860207,5.0532084,1.6034894,0.17
40.730988,5.1022787,1.5995013,0.33
40.652534,5.2224493,1.5975316,0.2
40.61708,5.3486276,1.5965635,0.25
39.686657,5.3526406,1.5655577,0.18
39.681202,5.4788194,1.5655893,0.25
39.53875,5.5859714,1.5616148,0.14
39.220306,5.6670885,1.5516322,0.36
39.446068,5.7632217,1.5596577,0.11
39.7956,5.9424706,1.5717045,0.11
32.097412,4.892068,1.3093805,0.29
32.405952,5.0432787,1.3204194,0.18
32.053513,5.092353,1.3084273,0.49
32.27805,5.232549,1.3174622,0.24
31.62963,5.228552,1.2954541,0.2
31.986387,5.3397045,1.3074837,0.4
31.544954,5.36775,1.2934849,0.23
31.787487,5.512953,1.3025205,0.18
31.421047,5.5510116,1.2905245,0.38
31.49959,5.6671743,1.2935512,0.25
31.412138,5.753297,1.2915689,0.29
31.772661,5.9235325,1.3046108,0.27
31.521446,5.9275413,1.2966081,0.2
31.684975,6.0627294,1.3026395,0.3
31.516525,6.13283,1.2976519,0.21
31.44807,6.2219563,1.2956696,0.15
32.03657,6.44426,1.3167251,0.44
31.568138,6.4532785,1.3017193,0.16
31.822655,6.610495,1.3107557,0.33
31.849426,6.667575,1.3117677,0.17
31.923952,6.7887425,1.3157935,0.43
31.979483,6.9059052,1.3178178,0.13
32.049007,7.0270734,1.321843,0.4
32.98247,7.3414974,1.3549222,0.27
46.447025,10.499706,1.8227942,0.23
46.429527,10.64991,1.8238233,0.28
46.433277,10.728016,1.8248388,0.32
46.42878,10.880221,1.825868,0.28
46.422276,11.033428,1.8268974,0.21
46.443768,11.193645,1.8289281,0.51
31.615509,7.7190356,1.3129646,0.15
46.427757,11.499055,1.8309847,0.39
34.426304,8.637263,1.4121941,0.13
31.854296,8.044479,1.3230281,0.4
32.022804,8.193682,1.3300583,0.2
31.841343,8.254767,1.3240644,0.16
31.955853,8.391953,1.3290907,0.23
32.13535,8.548164,1.3371217,0.29
32.11187,8.650303,1.337138,0.17
31.80442,8.674338,1.3271337,0.18
32.36112,8.881616,1.3471829,0.34
30.971786,8.604252,1.2990987,0.11
31.103285,8.747444,1.3051252,0.15
27.68971,7.9744334,1.186902,0.47
18.295374,5.3259487,0.8562061,0.23
26.91109,7.887325,1.1608642,0.22
18.2457,5.4050617,0.85521513,0.41
18.318232,5.49018,0.8582293,0.36
18.025818,5.4641514,0.848215,0.46
18.25633,5.5973325,0.8572411,0.2
17.78594,5.514229,0.84121215,0.39
17.775488,5.572311,0.841219,0.41
17.751255,5.596345,0.84122103,0.36
17.850788,5.6894727,0.8452365,0.52
17.985313,5.7946153,0.8502548,0.25
17.6719,5.75557,0.84023684,0.32
18.270348,6.0149145,0.8622928,0.21
17.88995,5.9518366,0.849269,0.46
17.963474,6.039957,0.8522821,0.35
17.801277,6.015928,0.8472721,0.45
18.212742,6.220199,0.8623133,0.25
17.905333,6.1781487,0.85229445,0.41
17.909868,6.2432384,0.85330147,0.39
17.671452,6.222215,0.84528774,0.49
18.274878,6.5005817,0.86734545,0.32
18.170435,6.527621,0.8643429,0.36
17.87126,6.451524,0.85432035,0.17
17.54385,6.3964567,0.84329826,0.57
18.013296,6.632767,0.8613448,0.25
18.268785,6.7919774,0.87137294,0.39
18.263315,6.856064,0.87137836,0.41
18.142874,6.8760934,0.8683735,0.27
