X,Y,Z,Intensity
70.66883,7.2814674,2.6098864,0.0
68.766365,7.3034644,2.545876,0.0
69.47414,7.489425,2.5708187,0.0
69.18168,7.6773863,2.5607584,0.0
68.19923,7.785365,2.5287218,0.0
67.86877,7.9633284,2.5176642,0.0
67.8703,8.180284,2.5185945,0.0
68.00085,8.412234,2.5245202,0.0
69.58562,8.720169,2.578425,0.0
68.15416,8.758163,2.5304084,0.0
58.09466,7.647407,2.1887405,0.0
58.036205,7.825371,2.1876824,0.0
56.545742,7.8043776,2.1376848,0.0
58.02429,8.195294,2.188561,0.0
55.200817,7.9723454,2.0936248,0.0
56.269596,8.217293,2.1305475,0.0
78.65581,12.001475,2.896373,0.14
76.61335,11.935492,2.828386,0.1
74.56088,11.855512,2.759404,0.0
71.5164,11.60157,2.6564758,0.0
70.47195,11.658561,2.6214514,0.0
68.83071,11.497597,2.566498,0.0
67.24424,11.44961,2.5135064,0.0
65.750786,11.407621,2.463513,0.0
63.656857,11.456616,2.3934846,0.0
61.586388,11.283657,2.3235323,0.0
60.310925,11.245667,2.2815382,0.0
59.121685,11.119696,2.2405746,0.0
57.294216,10.961733,2.1796186,0.0
56.360756,10.966735,2.1486106,0.08
55.809296,11.041721,2.130581,0.23
54.797832,11.01973,2.0965817,0.11
53.79737,10.994738,2.0635836,0.14
52.877136,10.892761,2.0326133,0.12
51.983673,10.878766,2.0026119,0.16
51.530212,10.952754,1.988582,0.22
50.201744,10.835782,1.9436136,0.15
32.889107,7.2005687,1.3467796,0.23
48.586815,10.806794,1.8896114,0.18
32.292183,7.2825556,1.3277463,0.25
31.85795,7.2365665,1.3127595,0.37
46.382656,10.698825,1.8166319,0.22
45.824196,10.721823,1.7986188,0.11
31.708567,7.518514,1.3096575,0.14
31.616108,7.601499,1.3076267,0.52
43.6188,10.639849,1.7256286,0.11
31.83719,7.867447,1.3165324,0.18
42.291103,10.526878,1.6806574,0.17
41.680637,10.513884,1.6606562,0.21
41.062172,10.495891,1.6396567,0.18
40.51771,10.491895,1.6226526,0.22
39.93125,10.473901,1.602653,0.2
39.373783,10.459908,1.5846524,0.14
39.128326,10.526896,1.5776248,0.39
39.1191,10.590884,1.5776008,0.3
37.820625,10.365935,1.5326705,0.36
37.281155,10.344943,1.5156722,0.23
36.791695,10.332949,1.4996711,0.25
36.31623,10.322953,1.4836693,0.19
22.60155,6.4957724,1.0039493,0.18
22.581316,6.5287666,1.0029368,0.57
22.573856,6.6037536,1.0039089,0.3
23.102406,6.8377066,1.0228271,0.27
23.061943,6.904695,1.0228016,0.45
23.140486,7.0076756,1.025764,0.23
23.433027,7.1776423,1.0367033,0.35
22.81256,7.0656686,1.0157384,0.23
22.677328,7.062671,1.011738,0.33
21.84385,6.8787127,0.9827976,0.29
21.814392,6.9447017,0.9827723,0.46
21.873926,7.0406837,0.98573655,0.18
31.439669,10.234012,1.3256394,0.5
31.421217,10.336993,1.3255992,0.37
30.351963,10.038058,1.2886995,0.3
30.067501,10.049059,1.2796909,0.39
29.755035,10.049062,1.2696862,0.24
22.217407,7.578586,1.0015349,0.41
22.186945,7.646575,1.0015082,0.36
29.589664,10.306018,1.2665831,0.31
28.473183,10.017083,1.2276787,0.35
28.179945,9.964095,1.2176948,0.35
27.890486,9.9601,1.2086917,0.35
27.604021,9.956104,1.1996886,0.34
27.32656,9.953108,1.1906852,0.36
27.060093,9.953112,1.1826806,0.36
26.76963,9.942118,1.17268,0.37
26.496164,9.936122,1.1646777,0.37
26.263933,9.895133,1.1566899,0.34
26.02247,9.898135,1.1486845,0.36
25.765007,9.893141,1.140682,0.35
25.724548,9.971127,1.14065,0.38
25.722095,10.063111,1.1416131,0.41
25.68964,10.144098,1.14158,0.58
24.835155,9.897154,1.1116632,0.14
24.571918,9.837168,1.1026824,0.36
24.351456,9.838171,1.0956779,0.41
24.12399,9.8351755,1.0886747,0.32
24.00053,9.873171,1.0846571,0.32
23.989075,9.957157,1.0856227,0.46
23.986618,10.045143,1.0865871,0.58
23.783154,10.048146,1.0805817,0.3
23.34391,9.9061775,1.0646305,0.24
22.610432,9.678228,1.0397084,0.28
22.571974,9.746218,1.03868,0.26
22.2035,9.671237,1.0267029,0.25
22.198046,9.752224,1.0276697,0.39
22.061584,9.775224,1.0236573,0.35
21.883352,9.737233,1.0176692,0.42
21.869894,9.81422,1.0186373,0.4
21.85544,9.890209,1.0186057,0.41
21.841986,9.967197,1.0195738,0.49
21.782522,10.024189,1.018549,0.58
20.801569,9.732257,0.9846476,0.27
20.629337,9.691267,0.9786607,0.48
20.471874,9.69627,0.97365505,0.3
20.278408,9.683277,0.9676561,0.48
20.115942,9.68428,0.9626519,0.34
20.09949,9.75427,0.96362245,0.45
20.08903,9.8282585,0.9635914,0.59
20.077574,9.901248,0.9645607,0.39
20.020344,9.912248,0.96355474,0.65
20.011887,9.987237,0.9645232,0.45
19.02493,9.645314,0.9286424,0.38
18.883467,9.648317,0.9246377,0.43
18.726,9.643323,0.920636,0.44
18.595768,9.61333,0.91564536,0.44
18.463303,9.619333,0.9116396,0.34
18.342846,9.629335,0.90863234,0.48
18.33139,9.697327,0.9096034,0.51
18.336931,9.775314,0.9105707,0.5
18.316477,9.838306,0.9105436,0.44
18.241016,9.872303,0.9095273,0.57
18.372795,9.981283,0.9144846,0.5
18.49735,10.12426,0.9204273,0.27
17.236366,9.577377,0.87462616,0.5
17.1189,9.58338,0.8716205,0.38
16.987438,9.580384,0.8676183,0.46
16.865974,9.582388,0.86361426,0.34
16.742735,9.548397,0.85962546,0.63
16.806286,9.654381,0.863582,0.19
13.2446165,7.6677775,0.7263328,0.16
13.274702,7.797759,0.72927874,0.47
16.048185,9.526425,0.8396162,0.36
15.932727,9.52543,0.8356134,0.47
15.823263,9.528433,0.83260924,0.38
15.696798,9.52044,0.82860917,0.48
15.58233,9.5194435,0.8256064,0.36
15.468867,9.517449,0.8226041,0.46
15.348404,9.510454,0.8186038,0.39
15.238169,9.475464,0.8146157,0.46
15.117703,9.467469,0.81161577,0.29
15.011238,9.467474,0.80861276,0.49
14.9407835,9.488474,0.8066018,0.38
14.832315,9.486479,0.8035996,0.41
14.726855,9.484484,0.8005975,0.43
14.634395,9.490487,0.7975923,0.45
14.544155,9.465494,0.7946005,0.43
14.42669,9.454501,0.7916019,0.44
14.384234,9.491499,0.79058474,0.59
14.383774,9.55749,0.79255617,0.6
14.383322,9.622482,0.7935281,0.59
14.357863,9.671478,0.7935061,0.44
14.351407,9.73347,0.7944791,0.51
14.402182,9.80146,0.7974511,0.51
14.293723,9.793467,0.79445136,0.66
14.33327,9.887453,0.79641175,0.0
14.3308115,9.953445,0.79838294,0.13
13.373821,9.416557,0.7615879,0.25
13.3215885,9.41156,0.7595886,0.5
13.234128,9.412564,0.7575856,0.48
13.149658,9.416569,0.75558144,0.5
13.063195,9.417573,0.75257844,0.53
12.977734,9.418578,0.75057554,0.51
12.891271,9.418583,0.74857295,0.52
12.801808,9.415587,0.7455717,0.51
12.731571,9.395595,0.7435783,0.51
12.64111,9.3906,0.7405779,0.54
12.626651,9.4425955,0.7415548,0.63
12.6301985,9.507587,0.74252653,0.62
12.613736,9.558583,0.7435038,0.59
12.59928,9.6105795,0.7444807,0.47
12.587054,9.632577,0.7444708,0.61
12.5345955,9.655578,0.7434591,0.66
12.698155,9.845548,0.7513809,0.32
12.647698,9.870547,0.7503685,0.27
12.576235,9.879551,0.7493624,0.22
12.538777,9.914551,0.7483459,0.3
12.411307,9.878562,0.7443579,0.17
11.632545,9.3516655,0.7125654,0.32
11.574075,9.366669,0.7115571,0.55
11.502619,9.368672,0.70955414,0.53
11.42715,9.368678,0.707552,0.53
11.349688,9.365684,0.705551,0.56
11.278229,9.366689,0.70454854,0.54
11.211988,9.342695,0.7015571,0.58
11.151526,9.352699,0.70055103,0.56
11.080058,9.3537035,0.69854856,0.55
11.004599,9.3497095,0.6965481,0.57
10.929135,9.3457155,0.6945477,0.55
10.862675,9.348721,0.69254446,0.62
10.8592205,9.405715,0.69451946,0.63
10.879989,9.454709,0.6954986,0.63
10.876533,9.512704,0.696473,0.58
10.8450775,9.545703,0.6964576,0.52
10.808619,9.574704,0.6964439,0.72
10.884176,9.702687,0.70138985,0.58
10.779701,9.672697,0.6984001,0.2
10.858267,9.803679,0.7033448,0.25
10.85203,9.830677,0.7033328,0.18
10.8295765,9.872675,0.70331365,0.47
10.781123,9.890678,0.70330435,0.23
10.760661,9.935676,0.70328397,0.22
10.6922,9.935681,0.701282,0.16
10.644741,9.954684,0.7012723,0.32
9.95019,9.368791,0.6705104,0.08
9.811937,9.269811,0.66455007,0.19
9.628455,9.155836,0.6575952,0.6
9.6500025,9.234828,0.66056114,0.11
9.659549,9.302821,0.6615316,0.59
9.604093,9.307826,0.66052794,0.62
9.542628,9.307832,0.65952635,0.59
9.487391,9.283838,0.6575355,0.58
9.431928,9.288843,0.6565319,0.62
9.375463,9.292848,0.6545287,0.6
9.312001,9.288855,0.6535288,0.6
9.257538,9.2938595,0.6525253,0.61
9.208073,9.303864,0.65151966,0.61
9.137608,9.291871,0.6495232,0.64
9.094373,9.277876,0.6475283,0.6
9.089913,9.332872,0.6485041,0.58
9.080463,9.38187,0.64948237,0.57
9.081013,9.441865,0.6514561,0.58
9.078554,9.499862,0.6524307,0.56
9.070098,9.551859,0.6534077,0.56
9.084872,9.597855,0.6553879,0.59
9.080421,9.653851,0.65636325,0.57
9.068969,9.702849,0.65734154,0.56
9.076516,9.772843,0.659311,0.56
9.071059,9.82984,0.66028583,0.58
9.057605,9.877837,0.66126454,0.58
9.054153,9.936834,0.6632386,0.56
9.0709305,9.986829,0.66421705,0.58
9.060472,10.039827,0.6651936,0.58
9.065029,10.107822,0.66716385,0.56
9.060575,10.167818,0.66813743,0.56
9.049115,10.220817,0.6701139,0.57
9.048663,10.285811,0.6710854,0.55
9.041214,10.342809,0.67206025,0.54
9.049991,10.385806,0.67404157,0.56
9.05454,10.457801,0.6760101,0.55
9.047084,10.516798,0.676984,0.54
9.039632,10.575795,0.67795795,0.54
9.0361805,10.6397915,0.67992985,0.55
9.029734,10.699789,0.6809034,0.56
9.026277,10.765785,0.6828743,0.53
9.0480585,10.825779,0.68484855,0.56
9.04161,10.887776,0.68682116,0.55
9.034161,10.948773,0.68779427,0.53
9.026702,11.01177,0.68876654,0.55
9.021256,11.0757675,0.6907383,0.54
9.0148,11.140765,0.6927097,0.53
9.019351,11.2187605,0.69467556,0.54
9.026133,11.262756,0.6956564,0.54
9.024681,11.334753,0.69762486,0.53
9.015231,11.39675,0.6985975,0.54
9.010779,11.465748,0.7005671,0.55
9.007341,11.534744,0.7025369,0.52
9.005885,11.60974,0.70450395,0.53
8.994437,11.670738,0.705477,0.52
9.013221,11.732733,0.7074502,0.5
9.004766,11.79973,0.7094207,0.52
8.994322,11.862729,0.7103929,0.52
8.988869,11.934726,0.71236134,0.51
8.994425,12.0207205,0.7153238,0.51
8.983979,12.085718,0.7162951,0.51
8.97753,12.157717,0.7182635,0.49
8.991309,12.216712,0.720238,0.5
8.983862,12.287708,0.7222068,0.5
8.97442,12.355707,0.72317684,0.5
8.973973,12.437703,0.726141,0.5
8.972524,12.519699,0.7281051,0.48
8.963075,12.590697,0.730074,0.5
8.980863,12.656692,0.73204535,0.49
8.965416,12.71969,0.7330176,0.48
8.960962,12.800688,0.7349822,0.48
8.962527,12.887684,0.7379442,0.47
8.954078,12.963682,0.73991096,0.49
8.946639,13.03968,0.7418777,0.48
8.943188,13.124677,0.7438406,0.47
8.952973,13.1826725,0.7458154,0.48
8.94953,13.26767,0.7477783,0.47
8.950091,13.358665,0.7507386,0.48
8.939641,13.435664,0.752705,0.46
8.934204,13.5186615,0.7546687,0.46
8.928761,13.603658,0.7566317,0.46
8.944544,13.674653,0.7586009,0.45
8.933101,13.751652,0.76056725,0.45
8.933658,13.848648,0.76352507,0.45
8.930217,13.939645,0.76648545,0.46
8.920776,14.021644,0.7684497,0.44
8.910333,14.1036415,0.770414,0.45
8.899887,14.18664,0.77237785,0.43
8.916676,14.262635,0.775345,0.45
8.915237,14.360632,0.7773024,0.43
8.904799,14.444631,0.78026587,0.43
8.896354,14.534629,0.78222674,0.42
8.892922,14.630626,0.78518516,0.43
